,Afrikaans,Alsatian,Bavarian German,Bernese German,Brabantic,Cimbrian,Danish,Danish 2,Dutch,Dutch 2,Eastern Frisian,English,English 2,Faroese,Frans Vlaams,Frisian Western,Gjestal Norwegian,Gothic,Gronings,Hutterite German,Icelandic,Icelandic 2,Jamtlandic,Limburgish,Lower Silesian,Luxembourgish,North Frisian Amrum,Northern Low Saxon,Norwegian Bokmaal,Norwegian Bokmaal 2,Norwegian Nynorsk Toten,Norwegian Riksmal,Old English,Old Frisian,Old High German,Old Low Franconian,Old Norse,Old Saxon,Plautdietsch,Proto Germanic,Ripuarian German,Sallands,Sandnes Norwegian,Saxon Upper,Scots,Scots 2,Standard German,Standard German 2,Stellingwerfs,Swabian,Swedish,Swedish 2,Twents,Westvlaams,Wymysorys,Yiddish Eastern,Yiddish Western,Zeeuws
Northern Low Saxon,0.3,0.23684210526315785,0.391304347826087,0.4,0.335,0.46285714285714286,0.3875,0.4125,0.26,0.3625,0.20000000000000004,0.2964285714285714,0.375,0.44642857142857134,0.26666666666666666,0.39,0.41904761904761906,0.41666666666666663,0.2413793103448276,0.421875,0.45,0.5333333333333333,0.41500000000000004,0.3833333333333333,0.6153846153846154,0.358974358974359,0.39375,0.0,0.3416666666666667,0.3083333333333333,0.43499999999999994,0.3285714285714286,0.42000000000000004,0.3179487179487179,0.4051282051282051,0.3375,0.4083333333333333,0.2974358974358973,0.41025641025641024,0.5201612903225806,0.39473684210526316,0.5268817204301075,0.39523809523809517,0.3692307692307692,0.3692307692307692,0.3666666666666667,0.36,0.38,0.31875,0.5375,0.3708333333333333,0.4041666666666667,0.29166666666666663,0.31794871794871793,0.406060606060606,0.2571428571428571,0.2857142857142857,0.3
Norwegian Bokmaal,0.3833333333333333,0.39473684210526316,0.4492753623188405,0.52,0.4291666666666667,0.6057142857142855,0.5583333333333333,0.475,0.2964285714285714,0.3142857142857142,0.48000000000000004,0.29375,0.34285714285714286,0.4458333333333333,0.5641025641025641,0.3958333333333333,0.4357142857142857,0.44047619047619047,0.3743842364532019,0.525,0.475,0.4833333333333333,0.40625,0.45499999999999996,0.4935897435897436,0.3301282051282051,0.3708333333333333,0.3416666666666667,0.0,0.1625,0.23928571428571424,0.23999999999999996,0.4125,0.37948717948717947,0.4487179487179486,0.3303571428571428,0.385,0.4358974358974358,0.41880341880341887,0.6129032258064516,0.3834586466165414,0.3456221198156683,0.39285714285714285,0.5025641025641026,0.33699633699633696,0.5208333333333334,0.425,0.3857142857142857,0.43000000000000005,0.515,0.31500000000000006,0.375,0.4041666666666666,0.441025641025641,0.5303030303030303,0.3714285714285714,0.3882783882783883,0.45499999999999996
Norwegian Bokmaal 2,0.3833333333333333,0.3684210526315789,0.44927536231884063,0.5050000000000001,0.41666666666666663,0.5238095238095237,0.4375,0.3494949494949495,0.2928571428571428,0.34054834054834054,0.41714285714285715,0.29292929292929293,0.3694083694083694,0.4833333333333333,0.5256410256410257,0.3958333333333333,0.42857142857142855,0.44047619047619047,0.3743842364532019,0.625,0.42142857142857143,0.2626262626262626,0.32,0.43499999999999994,0.4871794871794871,0.3333333333333333,0.35,0.3083333333333333,0.1625,0.0,0.22857142857142856,0.25142857142857145,0.41666666666666663,0.39999999999999997,0.45726495726495725,0.33928571428571425,0.3541666666666667,0.4358974358974359,0.3974358974358974,0.6359447004608295,0.37593984962406024,0.34562211981566826,0.36428571428571427,0.5025641025641026,0.3296703296703297,0.5208333333333334,0.41666666666666663,0.40981240981240985,0.43499999999999994,0.52,0.34500000000000003,0.3353535353535354,0.4041666666666666,0.4307692307692308,0.4949494949494949,0.3642857142857142,0.3589743589743589,0.42000000000000004
Norwegian Nynorsk Toten,0.4333333333333333,0.42982456140350866,0.47826086956521746,0.4875,0.4666666666666667,0.5428571428571428,0.3666666666666667,0.290625,0.35,0.37142857142857144,0.4742857142857142,0.3,0.35357142857142854,0.4,0.45641025641025634,0.4583333333333333,0.28979591836734686,0.4801587301587301,0.43842364532019695,0.6000000000000001,0.4392857142857142,0.5208333333333333,0.315,0.49000000000000005,0.5192307692307693,0.4102564102564102,0.4125,0.43499999999999994,0.23928571428571424,0.22857142857142856,0.0,0.2448979591836734,0.4208333333333333,0.4358974358974359,0.47435897435897445,0.3571428571428571,0.38333333333333336,0.376068376068376,0.44871794871794873,0.5483870967741935,0.4060150375939849,0.3778801843317972,0.3285714285714285,0.47863247863247876,0.40170940170940167,0.5104166666666666,0.47916666666666663,0.4107142857142857,0.4291666666666666,0.475,0.3125,0.26875,0.4583333333333333,0.5128205128205128,0.5151515151515151,0.4541666666666666,0.5282051282051281,0.51
Norwegian Riksmal,0.3952380952380952,0.44285714285714284,0.475,0.5428571428571428,0.42857142857142855,0.510752688172043,0.36,0.3714285714285714,0.30612244897959184,0.326530612244898,0.4375,0.3142857142857143,0.363265306122449,0.4761904761904761,0.4457142857142857,0.42857142857142855,0.3257142857142856,0.4792626728110599,0.40109890109890106,0.5200000000000001,0.4476190476190476,0.5047619047619047,0.34285714285714286,0.4799999999999999,0.537878787878788,0.35661764705882354,0.40476190476190477,0.3285714285714286,0.23999999999999996,0.25142857142857145,0.2448979591836734,0.0,0.3761904761904762,0.37058823529411766,0.4411764705882353,0.3300492610837439,0.43999999999999995,0.40588235294117647,0.42156862745098034,0.5918367346938774,0.393939393939394,0.3520408163265306,0.2685714285714285,0.5588235294117648,0.32773109243697485,0.41818181818181815,0.4761904761904762,0.41632653061224484,0.4171428571428572,0.5200000000000001,0.32380952380952377,0.2857142857142857,0.3904761904761905,0.5176470588235295,0.5161290322580645,0.4122448979591836,0.36326530612244895,0.4857142857142857
Old English,0.61875,0.44298245614035076,0.4927536231884058,0.525,0.4416666666666667,0.5542857142857144,0.4375,0.5083333333333333,0.47000000000000003,0.485,0.3387755102040816,0.303125,0.37499999999999994,0.45714285714285713,0.33699633699633696,0.52,0.363265306122449,0.3769841269841269,0.4758620689655172,0.4875,0.5541666666666666,0.5708333333333334,0.4333333333333333,0.4125,0.5230769230769231,0.46581196581196577,0.4083333333333333,0.42000000000000004,0.4125,0.41666666666666663,0.4208333333333333,0.3761904761904762,0.0,0.26068376068376065,0.446153846153846,0.3875,0.3666666666666667,0.3034188034188034,0.4316239316239317,0.5576036866359447,0.4342105263157894,0.49677419354838703,0.3591836734693878,0.48717948717948717,0.39316239316239315,0.375,0.40357142857142847,0.425,0.3916666666666666,0.4,0.42499999999999993,0.45833333333333337,0.49000000000000005,0.4923076923076924,0.46969696969696967,0.3821428571428571,0.4401709401709402,0.3571428571428571
Old Frisian,0.46153846153846156,0.3513513513513514,0.46956521739130447,0.4871794871794871,0.5064102564102564,0.5411764705882353,0.4307692307692308,0.3974358974358974,0.5213675213675213,0.4551282051282051,0.303921568627451,0.26282051282051283,0.32234432234432236,0.47863247863247865,0.39473684210526316,0.5,0.37745098039215685,0.38425925925925913,0.5086206896551724,0.41250000000000003,0.5042735042735043,0.6564102564102565,0.4051282051282051,0.5064102564102564,0.49038461538461536,0.5657894736842105,0.4935897435897436,0.3179487179487179,0.37948717948717947,0.39999999999999997,0.4358974358974359,0.37058823529411766,0.26068376068376065,0.0,0.47435897435897434,0.35416666666666663,0.39487179487179486,0.3157894736842105,0.43684210526315786,0.6055555555555556,0.4486486486486486,0.4596774193548387,0.36764705882352944,0.5789473684210527,0.48026315789473684,0.45652173913043476,0.4358974358974358,0.48205128205128206,0.4358974358974359,0.4769230769230769,0.35897435897435886,0.3504273504273504,0.48717948717948717,0.5789473684210528,0.404040404040404,0.3675213675213675,0.3815789473684211,0.3487179487179487
Old High German,0.46153846153846145,0.3918918918918919,0.41304347826086957,0.3186813186813187,0.517948717948718,0.4294117647058824,0.47435897435897434,0.4285714285714286,0.48717948717948717,0.45641025641025623,0.33193277310924374,0.3685897435897436,0.4505494505494505,0.4652014652014652,0.38596491228070173,0.44871794871794873,0.4159663865546218,0.33730158730158727,0.5,0.4,0.4505494505494505,0.5982905982905984,0.3846153846153846,0.4461538461538461,0.5384615384615384,0.46842105263157885,0.5282051282051282,0.4051282051282051,0.4487179487179486,0.45726495726495725,0.47435897435897445,0.4411764705882353,0.446153846153846,0.47435897435897434,0.0,0.359375,0.49743589743589756,0.2684210526315789,0.48421052631578954,0.5611111111111111,0.47027027027027035,0.5483870967741935,0.4033613445378151,0.4842105263157894,0.37218045112781956,0.38509316770186336,0.3589743589743589,0.42051282051282046,0.4358974358974358,0.40170940170940167,0.47863247863247865,0.4700854700854701,0.4666666666666667,0.4789473684210525,0.47878787878787876,0.35897435897435886,0.3684210526315789,0.3803418803418804
Old Low Franconian,0.4453125,0.3666666666666666,0.4250000000000001,0.44375,0.5390625,0.5948275862068966,0.3839285714285714,0.39732142857142855,0.44791666666666663,0.625,0.2857142857142857,0.30859375,0.37053571428571425,0.4330357142857143,0.3064516129032258,0.4125,0.44827586206896547,0.3817204301075269,0.4583333333333333,0.42500000000000004,0.515625,0.5520833333333333,0.40104166666666663,0.4296875,0.5595238095238095,0.5241935483870968,0.5546875,0.3375,0.3303571428571428,0.33928571428571425,0.3571428571428571,0.3300492610837439,0.3875,0.35416666666666663,0.359375,0.0,0.359375,0.21875,0.42580645161290326,0.5972222222222222,0.5666666666666667,0.4166666666666667,0.4482758620689655,0.5967741935483871,0.3482142857142857,0.3354037267080745,0.4,0.4125,0.453125,0.44375000000000003,0.3526785714285714,0.3169642857142857,0.42500000000000004,0.5913978494623655,0.4799999999999999,0.34895833333333337,0.375,0.32291666666666663
Old Norse,0.515,0.40977443609022557,0.5144927536231884,0.4875,0.45,0.5047619047619047,0.3958333333333333,0.3714285714285714,0.375,0.37857142857142856,0.46190476190476193,0.321875,0.37857142857142856,0.3142857142857143,0.5384615384615384,0.4458333333333333,0.34857142857142853,0.40740740740740733,0.38423645320197036,0.55,0.425,0.3958333333333333,0.3678571428571428,0.48,0.6153846153846154,0.3814102564102564,0.45,0.4083333333333333,0.385,0.3541666666666667,0.38333333333333336,0.43999999999999995,0.3666666666666667,0.39487179487179486,0.49743589743589756,0.359375,0.0,0.39999999999999997,0.5333333333333333,0.639784946236559,0.40225563909774437,0.4101382488479263,0.36571428571428566,0.5,0.45641025641025645,0.4583333333333333,0.4958333333333333,0.4875,0.425,0.4666666666666666,0.4083333333333333,0.3916666666666666,0.4375,0.5128205128205128,0.6363636363636364,0.39285714285714285,0.3956043956043956,0.545
Old Saxon,0.4423076923076923,0.3783783783783784,0.4347826086956523,0.3888888888888889,0.41538461538461535,0.45294117647058824,0.4410256410256411,0.40598290598290593,0.29743589743589743,0.36923076923076925,0.3470588235294118,0.30128205128205127,0.3626373626373627,0.40659340659340654,0.3815789473684211,0.441025641025641,0.38235294117647056,0.38888888888888884,0.3563218390804597,0.375,0.41758241758241754,0.5427350427350428,0.5576923076923077,0.46794871794871795,0.46153846153846156,0.3233082706766917,0.441025641025641,0.2974358974358973,0.4358974358974358,0.4358974358974359,0.376068376068376,0.40588235294117647,0.3034188034188034,0.3157894736842105,0.2684210526315789,0.21875,0.39999999999999997,0.0,0.39999999999999997,0.6444444444444444,0.3693693693693693,0.4,0.37745098039215685,0.5723684210526315,0.5384615384615384,0.5208333333333334,0.3113553113553113,0.376068376068376,0.4423076923076923,0.45641025641025634,0.45641025641025634,0.35897435897435903,0.3760683760683761,0.4473684210526316,0.4848484848484848,0.35042735042735035,0.3421052631578947,0.41025641025641024
Plautdietsch,0.4871794871794873,0.34684684684684675,0.40151515151515144,0.45641025641025645,0.4974358974358974,0.47058823529411764,0.4273504273504273,0.46153846153846156,0.446153846153846,0.5576923076923077,0.33333333333333326,0.34935897435897434,0.4029304029304029,0.45421245421245415,0.46842105263157885,0.517948717948718,0.46078431372549017,0.5095238095238095,0.43448275862068975,0.7333333333333333,0.45421245421245415,0.5341880341880342,0.42307692307692296,0.47435897435897434,0.4769230769230769,0.3991228070175438,0.441025641025641,0.41025641025641024,0.41880341880341887,0.3974358974358974,0.44871794871794873,0.42156862745098034,0.4316239316239317,0.43684210526315786,0.48421052631578954,0.42580645161290326,0.5333333333333333,0.39999999999999997,0.0,0.44814814814814813,0.4144144144144144,0.675,0.446078431372549,0.3846153846153845,0.44298245614035087,0.40972222222222215,0.3675213675213675,0.358974358974359,0.46153846153846145,0.45128205128205123,0.4358974358974359,0.47008547008546997,0.5384615384615384,0.5855263157894737,0.3958333333333333,0.35897435897435886,0.42105263157894735,0.4923076923076923
Proto Germanic,0.608294930875576,0.4946236559139785,0.5347222222222222,0.5268817204301075,0.5564516129032258,0.6137566137566137,0.6267281105990785,0.592741935483871,0.5161290322580645,0.532258064516129,0.5231481481481481,0.5282258064516129,0.5403225806451613,0.5714285714285715,0.5685483870967742,0.6267281105990784,0.5969387755102041,0.494047619047619,0.5714285714285715,0.6969696969696969,0.6635944700460829,0.6088709677419355,0.6175115207373272,0.4258064516129032,0.5111111111111112,0.4874551971326165,0.5990783410138248,0.5201612903225806,0.6129032258064516,0.6359447004608295,0.5483870967741935,0.5918367346938774,0.5576036866359447,0.6055555555555556,0.5611111111111111,0.5972222222222222,0.639784946236559,0.6444444444444444,0.44814814814814813,0.0,0.49629629629629624,0.48,0.6785714285714286,0.6,0.5166666666666667,0.5338345864661654,0.5282258064516129,0.5403225806451613,0.5201612903225806,0.5806451612903226,0.6359447004608296,0.6359447004608296,0.4879032258064516,0.5541666666666667,0.525,0.5524193548387096,0.6000000000000001,0.5483870967741935
Ripuarian German,0.4934210526315789,0.29365079365079366,0.47826086956521746,0.5526315789473685,0.45263157894736833,0.5352941176470587,0.3947368421052631,0.41729323308270677,0.4407894736842105,0.4473684210526316,0.3636363636363636,0.3909774436090226,0.38345864661654133,0.5187969924812029,0.3166023166023166,0.5157894736842105,0.4696969696969697,0.4693877551020408,0.4351851851851852,0.4642857142857143,0.47039473684210525,0.6403508771929826,0.44298245614035087,0.35526315789473684,0.4519230769230769,0.372972972972973,0.5789473684210527,0.39473684210526316,0.3834586466165414,0.37593984962406024,0.4060150375939849,0.393939393939394,0.4342105263157894,0.4486486486486486,0.47027027027027035,0.5666666666666667,0.40225563909774437,0.3693693693693693,0.4144144144144144,0.49629629629629624,0.0,0.3999999999999999,0.4595959595959596,0.4324324324324324,0.33590733590733596,0.31055900621118016,0.5131578947368421,0.47368421052631576,0.43684210526315775,0.44736842105263147,0.40225563909774437,0.42105263157894735,0.48421052631578937,0.4432432432432432,0.32795698924731176,0.35526315789473684,0.3397683397683397,0.35964912280701755
Sallands,0.45161290322580644,0.4666666666666666,0.46212121212121215,0.5483870967741935,0.43870967741935485,0.4814814814814814,0.3870967741935484,0.4101382488479263,0.3870967741935483,0.4193548387096774,0.30102040816326525,0.41397849462365593,0.3732718894009217,0.5161290322580645,0.2626728110599078,0.4967741935483871,0.4404761904761905,0.5055555555555554,0.46376811594202894,0.6153846153846153,0.5483870967741934,0.6505376344086021,0.4462365591397848,0.4596774193548387,0.5181818181818182,0.49166666666666664,0.6129032258064516,0.5268817204301075,0.3456221198156683,0.34562211981566826,0.3778801843317972,0.3520408163265306,0.49677419354838703,0.4596774193548387,0.5483870967741935,0.4166666666666667,0.4101382488479263,0.4,0.675,0.48,0.3999999999999999,0.0,0.42857142857142866,0.4733333333333333,0.33640552995391704,0.33766233766233766,0.532258064516129,0.4258064516129032,0.4112903225806452,0.46774193548387105,0.3870967741935484,0.359447004608295,0.3064516129032258,0.4166666666666667,0.4620689655172414,0.47096774193548385,0.48387096774193555,0.2849462365591398
Sandnes Norwegian,0.4142857142857143,0.4761904761904762,0.45,0.4857142857142857,0.42857142857142855,0.5376344086021505,0.4228571428571428,0.4457142857142857,0.3952380952380952,0.3904761904761905,0.421875,0.3142857142857143,0.363265306122449,0.42857142857142855,0.4857142857142857,0.4476190476190476,0.1238095238095238,0.5591397849462365,0.4010989010989011,0.5733333333333335,0.4428571428571428,0.4809523809523809,0.36190476190476184,0.40952380952380957,0.5530303030303031,0.4327731092436975,0.3952380952380952,0.39523809523809517,0.39285714285714285,0.36428571428571427,0.3285714285714285,0.2685714285714285,0.3591836734693878,0.36764705882352944,0.4033613445378151,0.4482758620689655,0.36571428571428566,0.37745098039215685,0.446078431372549,0.6785714285714286,0.4595959595959596,0.42857142857142866,0.0,0.4901960784313725,0.392156862745098,0.5113636363636364,0.45714285714285713,0.5285714285714285,0.3952380952380952,0.4857142857142857,0.3714285714285714,0.4,0.38367346938775504,0.4411764705882352,0.5322580645161289,0.4448979591836735,0.4714285714285714,0.4523809523809524
Saxon Upper,0.6089743589743589,0.2857142857142857,0.4318181818181818,0.4807692307692308,0.6282051282051282,0.40196078431372545,0.5487179487179487,0.4957264957264957,0.446153846153846,0.4358974358974359,0.29901960784313725,0.402930402930403,0.4139194139194139,0.5128205128205128,0.5,0.44444444444444453,0.4901960784313725,0.46530612244897956,0.442528735632184,0.4666666666666667,0.5091575091575091,0.5982905982905983,0.5384615384615383,0.532051282051282,0.49038461538461536,0.4052631578947368,0.5025641025641026,0.3692307692307692,0.5025641025641026,0.5025641025641026,0.47863247863247876,0.5588235294117648,0.48717948717948717,0.5789473684210527,0.4842105263157894,0.5967741935483871,0.5,0.5723684210526315,0.3846153846153845,0.6,0.4324324324324324,0.4733333333333333,0.4901960784313725,0.0,0.45175438596491224,0.525,0.317948717948718,0.2564102564102564,0.5512820512820513,0.30769230769230765,0.5897435897435898,0.6205128205128206,0.5076923076923077,0.45789473684210524,0.44375,0.3247863247863248,0.31578947368421056,0.5641025641025641
Scots,0.35042735042735046,0.3667953667953668,0.44927536231884063,0.4444444444444444,0.41880341880341876,0.6058823529411765,0.4230769230769231,0.34615384615384615,0.28937728937728935,0.3040293040293041,0.3970588235294118,0.23076923076923078,0.26068376068376065,0.45421245421245426,0.506578947368421,0.4401709401709401,0.34873949579831937,0.4246031746031746,0.34482758620689663,0.55,0.47619047619047605,0.5726495726495725,0.4871794871794871,0.5705128205128205,0.4166666666666667,0.3646616541353384,0.3888888888888889,0.3692307692307692,0.33699633699633696,0.3296703296703297,0.40170940170940167,0.32773109243697485,0.39316239316239315,0.48026315789473684,0.37218045112781956,0.3482142857142857,0.45641025641025645,0.5384615384615384,0.44298245614035087,0.5166666666666667,0.33590733590733596,0.33640552995391704,0.392156862745098,0.45175438596491224,0.0,0.4791666666666667,0.402930402930403,0.402930402930403,0.358974358974359,0.5333333333333332,0.39316239316239315,0.3626373626373627,0.31868131868131866,0.4526315789473684,0.4696969696969697,0.35531135531135527,0.37218045112781956,0.45641025641025623
Scots 2,0.3194444444444444,0.3985507246376812,0.4215686274509804,0.4444444444444444,0.38888888888888884,0.5391304347826087,0.425,0.5083333333333333,0.2976190476190476,0.2738095238095238,0.37121212121212116,0.5208333333333334,0.5833333333333334,0.5750000000000001,0.4791666666666667,0.47500000000000003,0.5227272727272727,0.4415584415584416,0.3157894736842105,0.47272727272727283,0.5138888888888888,0.5277777777777778,0.5208333333333334,0.5,0.42222222222222217,0.34161490683229817,0.31249999999999994,0.3666666666666667,0.5208333333333334,0.5208333333333334,0.5104166666666666,0.41818181818181815,0.375,0.45652173913043476,0.38509316770186336,0.3354037267080745,0.4583333333333333,0.5208333333333334,0.40972222222222215,0.5338345864661654,0.31055900621118016,0.33766233766233766,0.5113636363636364,0.525,0.4791666666666667,0.0,0.3988095238095238,0.3988095238095238,0.4083333333333334,0.525,0.40833333333333327,0.45,0.3273809523809524,0.43333333333333335,0.40579710144927533,0.42361111111111116,0.5416666666666666,0.44166666666666665
Standard German,0.475,0.26691729323308266,0.42608695652173906,0.32916666666666666,0.575,0.44571428571428573,0.4833333333333333,0.5125,0.375,0.44000000000000006,0.29387755102040813,0.3625,0.4357142857142858,0.4928571428571429,0.28937728937728935,0.475,0.46122448979591835,0.4861111111111111,0.41379310344827586,0.45833333333333326,0.4678571428571428,0.5666666666666667,0.3499999999999999,0.33999999999999997,0.3692307692307692,0.40384615384615385,0.49000000000000005,0.36,0.425,0.41666666666666663,0.47916666666666663,0.4761904761904762,0.40357142857142847,0.4358974358974358,0.3589743589743589,0.4,0.4958333333333333,0.3113553113553113,0.3675213675213675,0.5282258064516129,0.5131578947368421,0.532258064516129,0.45714285714285713,0.317948717948718,0.402930402930403,0.3988095238095238,0.0,0.16875,0.41000000000000003,0.3,0.47916666666666663,0.4916666666666666,0.49000000000000005,0.45128205128205134,0.39999999999999997,0.2875,0.2893772893772894,0.3583333333333333
Standard German 2,0.49000000000000005,0.2969924812030075,0.34057971014492755,0.55,0.49000000000000005,0.5028571428571428,0.39285714285714285,0.45165945165945165,0.4,0.3506493506493506,0.2938775510204081,0.33838383838383845,0.45454545454545453,0.5,0.3803418803418803,0.51,0.5285714285714285,0.5092592592592592,0.36781609195402293,0.4375,0.453125,0.39669421487603307,0.4625,0.45,0.5,0.37435897435897436,0.515,0.38,0.3857142857142857,0.40981240981240985,0.4107142857142857,0.41632653061224484,0.425,0.48205128205128206,0.42051282051282046,0.4125,0.4875,0.376068376068376,0.358974358974359,0.5403225806451613,0.47368421052631576,0.4258064516129032,0.5285714285714285,0.2564102564102564,0.402930402930403,0.3988095238095238,0.16875,0.0,0.44000000000000006,0.325,0.4321428571428571,0.44444444444444436,0.515,0.46153846153846145,0.406060606060606,0.33333333333333337,0.32234432234432236,0.44000000000000006
Stellingwerfs,0.3625,0.4421052631578948,0.5304347826086957,0.495,0.38125,0.4685714285714285,0.5050000000000001,0.52,0.4666666666666666,0.41875,0.34285714285714286,0.34285714285714286,0.4208333333333333,0.5208333333333334,0.28846153846153844,0.36,0.4142857142857143,0.43253968253968256,0.4396551724137931,0.45,0.45714285714285713,0.5625,0.48,0.425,0.42307692307692313,0.45641025641025634,0.4875,0.31875,0.43000000000000005,0.43499999999999994,0.4291666666666666,0.4171428571428572,0.3916666666666666,0.4358974358974359,0.4358974358974358,0.453125,0.425,0.4423076923076923,0.46153846153846145,0.5201612903225806,0.43684210526315775,0.4112903225806452,0.3952380952380952,0.5512820512820513,0.358974358974359,0.4083333333333334,0.41000000000000003,0.44000000000000006,0.0,0.5,0.5,0.505,0.43125,0.30128205128205127,0.4727272727272727,0.3071428571428571,0.36752136752136755,0.36666666666666664
Swabian,0.5050000000000001,0.31203007518796994,0.4673913043478261,0.4,0.54,0.41904761904761906,0.54,0.475,0.515,0.5200000000000001,0.32380952380952377,0.38928571428571423,0.3928571428571428,0.475,0.482051282051282,0.5700000000000001,0.4809523809523809,0.5185185185185185,0.45402298850574724,0.5833333333333333,0.5142857142857142,0.5142857142857142,0.4541666666666666,0.43000000000000005,0.4102564102564102,0.37179487179487175,0.51,0.5375,0.515,0.52,0.475,0.5200000000000001,0.4,0.4769230769230769,0.40170940170940167,0.44375000000000003,0.4666666666666666,0.45641025641025634,0.45128205128205123,0.5806451612903226,0.44736842105263147,0.46774193548387105,0.4857142857142857,0.30769230769230765,0.5333333333333332,0.525,0.3,0.325,0.5,0.0,0.545,0.5700000000000001,0.5650000000000001,0.523076923076923,0.354978354978355,0.3833333333333333,0.3553113553113554,0.535
Swedish,0.4291666666666666,0.3834586466165413,0.45652173913043487,0.585,0.4583333333333333,0.5333333333333332,0.41,0.3875,0.35,0.37142857142857144,0.5085714285714285,0.303125,0.3857142857142857,0.4875,0.45128205128205123,0.4583333333333333,0.38095238095238093,0.5370370370370369,0.4236453201970444,0.5875,0.396875,0.45,0.34500000000000003,0.5,0.5128205128205128,0.358974358974359,0.4208333333333334,0.3708333333333333,0.31500000000000006,0.34500000000000003,0.3125,0.32380952380952377,0.42499999999999993,0.35897435897435886,0.47863247863247865,0.3526785714285714,0.4083333333333333,0.45641025641025634,0.4358974358974359,0.6359447004608296,0.40225563909774437,0.3870967741935484,0.3714285714285714,0.5897435897435898,0.39316239316239315,0.40833333333333327,0.47916666666666663,0.4321428571428571,0.5,0.545,0.0,0.35625,0.45,0.5179487179487179,0.5454545454545453,0.40714285714285714,0.4065934065934066,0.4125
Swedish 2,0.4208333333333333,0.41353383458646614,0.5072463768115942,0.5208333333333333,0.4625,0.5333333333333332,0.43499999999999994,0.42087542087542085,0.32499999999999996,0.39538239538239534,0.44285714285714284,0.29696969696969694,0.3661616161616162,0.4666666666666666,0.48205128205128206,0.4625,0.4114285714285714,0.5185185185185186,0.4137931034482758,0.55,0.390625,0.2887205387205387,0.4625,0.425,0.5576923076923076,0.3685897435897436,0.4416666666666666,0.4041666666666667,0.375,0.3353535353535354,0.26875,0.2857142857142857,0.45833333333333337,0.3504273504273504,0.4700854700854701,0.3169642857142857,0.3916666666666666,0.35897435897435903,0.47008547008546997,0.6359447004608296,0.42105263157894735,0.359447004608295,0.4,0.6205128205128206,0.3626373626373627,0.45,0.4916666666666666,0.44444444444444436,0.505,0.5700000000000001,0.35625,0.0,0.4291666666666666,0.5128205128205128,0.5353535353535354,0.3625,0.34935897435897434,0.51
Twents,0.445,0.4947368421052632,0.47826086956521746,0.5650000000000001,0.465,0.5257142857142856,0.45,0.4666666666666666,0.32999999999999996,0.37,0.3952380952380953,0.35,0.39642857142857146,0.4821428571428571,0.3632478632478633,0.485,0.4,0.5138888888888888,0.35172413793103446,0.5125,0.5142857142857142,0.6,0.3821428571428571,0.41000000000000003,0.47692307692307695,0.4666666666666667,0.61875,0.29166666666666663,0.4041666666666666,0.4041666666666666,0.4583333333333333,0.3904761904761905,0.49000000000000005,0.48717948717948717,0.4666666666666667,0.42500000000000004,0.4375,0.3760683760683761,0.5384615384615384,0.4879032258064516,0.48421052631578937,0.3064516129032258,0.38367346938775504,0.5076923076923077,0.31868131868131866,0.3273809523809524,0.49000000000000005,0.515,0.43125,0.5650000000000001,0.45,0.4291666666666666,0.0,0.42564102564102557,0.4292929292929293,0.465,0.45128205128205134,0.3458333333333333
Westvlaams,0.3025641025641025,0.4594594594594594,0.6363636363636364,0.4974358974358974,0.36923076923076925,0.4882352941176471,0.5333333333333334,0.5384615384615384,0.36538461538461536,0.4166666666666667,0.39999999999999997,0.2980769230769231,0.3443223443223444,0.46886446886446886,0.2631578947368421,0.46153846153846156,0.446078431372549,0.375,0.48214285714285715,0.55,0.5054945054945054,0.5726495726495726,0.6153846153846154,0.47435897435897434,0.4800000000000001,0.4999999999999999,0.45641025641025645,0.31794871794871793,0.441025641025641,0.4307692307692308,0.5128205128205128,0.5176470588235295,0.4923076923076924,0.5789473684210528,0.4789473684210525,0.5913978494623655,0.5128205128205128,0.4473684210526316,0.5855263157894737,0.5541666666666667,0.4432432432432432,0.4166666666666667,0.4411764705882352,0.45789473684210524,0.4526315789473684,0.43333333333333335,0.45128205128205134,0.46153846153846145,0.30128205128205127,0.523076923076923,0.5179487179487179,0.5128205128205128,0.42564102564102557,0.0,0.5062500000000001,0.46666666666666673,0.5986842105263158,0.30128205128205127
Wymysorys,0.4787878787878788,0.38020833333333337,0.3636363636363636,0.553030303030303,0.4494949494949494,0.4533333333333333,0.5606060606060606,0.5064935064935064,0.4787878787878788,0.4484848484848485,0.4425287356321839,0.36363636363636365,0.4372294372294372,0.5541125541125542,0.4787878787878788,0.51010101010101,0.543010752688172,0.5268817204301076,0.43076923076923074,0.5714285714285714,0.5584415584415584,0.5757575757575757,0.5050505050505051,0.4303030303030303,0.34782608695652173,0.46874999999999994,0.4393939393939394,0.406060606060606,0.5303030303030303,0.4949494949494949,0.5151515151515151,0.5161290322580645,0.46969696969696967,0.404040404040404,0.47878787878787876,0.4799999999999999,0.6363636363636364,0.4848484848484848,0.3958333333333333,0.525,0.32795698924731176,0.4620689655172414,0.5322580645161289,0.44375,0.4696969696969697,0.40579710144927533,0.39999999999999997,0.406060606060606,0.4727272727272727,0.354978354978355,0.5454545454545453,0.5353535353535354,0.4292929292929293,0.5062500000000001,0.0,0.30303030303030304,0.3434343434343434,0.4242424242424243
